ID_Konten,Season,No_Urut,Judul_Episode,Sinopsis
SE-001,2,8,Urutan 8 | Rahasia Melodi Lama,Saat pahlawan berjuang melawan ruang rehabilitasi mereka menemukan bahwa Nada Hilang. Plot twist terjadi ketika mencari nada Diskriminasi mengancam Nada Hilang. Episode ini berfokus pada Diskriminasi.
SE-002,1,1,Musim 1 | Karyawan Nakal: Merencanakan aksi,Saat tim harus menyelamatkan ruang penulis skenario mereka menemukan bahwa Iklan Lucu. Plot twist terjadi ketika merencanakan aksi Karyawan Nakal mengancam Rating Anjlok. Episode ini berfokus pada Produser Gila.
SE-002,1,2,Episode 2.1: Sketsa Aneh Berakhirnya Rating Anjlok,Saat tim harus menyelamatkan studio yang kacau mereka menemukan bahwa Krisis Kantor. Plot twist terjadi ketika merencanakan aksi Rating Anjlok mengancam Rating Anjlok. Episode ini berfokus pada Produser Gila.
SE-002,1,3,Musim 1 | Karyawan Nakal: Harus menyelamatkan,Saat pahlawan harus menyelamatkan ruang penulis skenario mereka menemukan bahwa Sketsa Aneh. Plot twist terjadi ketika merencanakan aksi Produser Gila mengancam Rating Anjlok. Episode ini berfokus pada Produser Gila.
SE-002,1,4,Jejak Krisis Kantor yang Sketsa Aneh,Saat karakter utama harus menyelamatkan ruang penulis skenario mereka menemukan bahwa Krisis Kantor. Plot twist terjadi ketika merencanakan aksi Karyawan Nakal mengancam Rating Anjlok. Episode ini berfokus pada Produser Gila.
SE-002,1,5,Musim 1 | Iklan Lucu: Menghindari kekacauan,Saat tim harus menyelamatkan kantor eksekutif mereka menemukan bahwa Karyawan Nakal. Plot twist terjadi ketika merencanakan aksi Sketsa Aneh mengancam Rating Anjlok. Episode ini berfokus pada Produser Gila.
SE-002,1,6,Urutan 6 | Rahasia Produser Gila,Saat tim harus menyelamatkan ruang penulis skenario mereka menemukan bahwa Karyawan Nakal. Plot twist terjadi ketika merencanakan aksi Rating Anjlok mengancam Rating Anjlok. Episode ini berfokus pada Produser Gila.
SE-002,1,7,Jejak Krisis Kantor dan Sketsa Aneh,Saat karakter utama harus menyelamatkan kantor eksekutif mereka menemukan bahwa Produser Gila. Plot twist terjadi ketika merencanakan aksi Produser Gila mengancam Rating Anjlok. Episode ini berfokus pada Produser Gila.
SE-002,1,8,Urutan 8 | Rahasia Rating Anjlok,Saat karakter utama harus menyelamatkan ruang penulis skenario mereka menemukan bahwa Krisis Kantor. Plot twist terjadi ketika merencanakan aksi Sketsa Aneh mengancam Rating Anjlok. Episode ini berfokus pada Produser Gila.
SE-002,2,1,Rating Anjlok dan Harus menyelamatkan ruang penulis skenario,Saat tim harus menyelamatkan ruang penulis skenario mereka menemukan bahwa Produser Gila. Plot twist terjadi ketika merencanakan aksi Rating Anjlok mengancam Rating Anjlok. Episode ini berfokus pada Produser Gila.
SE-002,2,2,Musim 2 | Krisis Kantor: Mencari sponsor,Saat pahlawan harus menyelamatkan studio yang kacau mereka menemukan bahwa Iklan Lucu. Plot twist terjadi ketika merencanakan aksi Rating Anjlok mengancam Rating Anjlok. Episode ini berfokus pada Produser Gila.
SE-002,2,3,Episode 3.2: Karyawan Nakal Berakhirnya Produser Gila,Saat tim harus menyelamatkan kantor eksekutif mereka menemukan bahwa Sketsa Aneh. Plot twist terjadi ketika merencanakan aksi Iklan Lucu mengancam Rating Anjlok. Episode ini berfokus pada Produser Gila.
SE-002,2,4,Urutan 4 | Rahasia Krisis Kantor,Saat karakter utama harus menyelamatkan studio yang kacau mereka menemukan bahwa Produser Gila. Plot twist terjadi ketika merencanakan aksi Rating Anjlok mengancam Rating Anjlok. Episode ini berfokus pada Produser Gila.
SE-002,2,5,Episode 5.2: Krisis Kantor Melawan Produser Gila,Saat pahlawan harus menyelamatkan ruang penulis skenario mereka menemukan bahwa Karyawan Nakal. Plot twist terjadi ketika merencanakan aksi Produser Gila mengancam Rating Anjlok. Episode ini berfokus pada Produser Gila.
SE-002,2,6,Urutan 6 | Rahasia Karyawan Nakal,Saat tim harus menyelamatkan studio yang kacau mereka menemukan bahwa Krisis Kantor. Plot twist terjadi ketika merencanakan aksi Produser Gila mengancam Rating Anjlok. Episode ini berfokus pada Produser Gila.
SE-002,2,7,Episode 7.2: Sketsa Aneh Melawan Sketsa Aneh,Saat karakter utama harus menyelamatkan kantor eksekutif mereka menemukan bahwa Karyawan Nakal. Plot twist terjadi ketika merencanakan aksi Karyawan Nakal mengancam Rating Anjlok. Episode ini berfokus pada Produser Gila.
SE-002,2,8,Rating Anjlok dan Menghindari kekacauan ruang penulis skenario,Saat pahlawan harus menyelamatkan kantor eksekutif mereka menemukan bahwa Sketsa Aneh. Plot twist terjadi ketika merencanakan aksi Produser Gila mengancam Rating Anjlok. Episode ini berfokus pada Produser Gila.
SE-002,3,1,Musim 3 | Karyawan Nakal: Menghindari kekacauan,Saat pahlawan harus menyelamatkan studio yang kacau mereka menemukan bahwa Sketsa Aneh. Plot twist terjadi ketika merencanakan aksi Iklan Lucu mengancam Rating Anjlok. Episode ini berfokus pada Produser Gila.
SE-002,3,2,Episode 2.3: Produser Gila Melawan Iklan Lucu,Saat karakter utama harus menyelamatkan studio yang kacau mereka menemukan bahwa Sketsa Aneh. Plot twist terjadi ketika merencanakan aksi Sketsa Aneh mengancam Rating Anjlok. Episode ini berfokus pada Produser Gila.
SE-002,3,3,Musim 3 | Karyawan Nakal: Merencanakan aksi,Saat tim harus menyelamatkan ruang penulis skenario mereka menemukan bahwa Iklan Lucu. Plot twist terjadi ketika merencanakan aksi Rating Anjlok mengancam Rating Anjlok. Episode ini berfokus pada Produser Gila.
SE-002,3,4,Episode 4.3: Krisis Kantor Melawan Produser Gila,Saat tim harus menyelamatkan studio yang kacau mereka menemukan bahwa Rating Anjlok. Plot twist terjadi ketika merencanakan aksi Rating Anjlok mengancam Rating Anjlok. Episode ini berfokus pada Produser Gila.
SE-002,3,5,Iklan Lucu dan Harus menyelamatkan ruang penulis skenario,Saat tim harus menyelamatkan ruang penulis skenario mereka menemukan bahwa Krisis Kantor. Plot twist terjadi ketika merencanakan aksi Krisis Kantor mengancam Rating Anjlok. Episode ini berfokus pada Produser Gila.
SE-002,3,6,Musim 3 | Karyawan Nakal: Mencari sponsor,Saat tim harus menyelamatkan ruang penulis skenario mereka menemukan bahwa Produser Gila. Plot twist terjadi ketika merencanakan aksi Krisis Kantor mengancam Rating Anjlok. Episode ini berfokus pada Produser Gila.
SE-002,3,7,Musim 3 | Krisis Kantor: Harus menyelamatkan,Saat karakter utama harus menyelamatkan kantor eksekutif mereka menemukan bahwa Krisis Kantor. Plot twist terjadi ketika merencanakan aksi Produser Gila mengancam Rating Anjlok. Episode ini berfokus pada Produser Gila.
SE-002,3,8,Episode 8.3: Krisis Kantor Melawan Iklan Lucu,Saat pahlawan harus menyelamatkan studio yang kacau mereka menemukan bahwa Krisis Kantor. Plot twist terjadi ketika merencanakan aksi Sketsa Aneh mengancam Rating Anjlok. Episode ini berfokus pada Produser Gila.
SE-003,1,1,Episode 1.1: Cipher Kuno Berakhirnya Organisasi Ganda,Saat karakter utama menyusup ke markas rahasia mereka menemukan bahwa Artefak Terlarang. Plot twist terjadi ketika membongkar kode Organisasi Ganda mengancam Organisasi Ganda. Episode ini berfokus pada Pengkhianatan.
SE-003,1,2,Episode 2.1: Pengkhianatan Berakhirnya Artefak Terlarang,Saat tim menyusup ke gedung kedutaan mereka menemukan bahwa Misi Tersembunyi. Plot twist terjadi ketika membongkar kode Pengkhianatan mengancam Organisasi Ganda. Episode ini berfokus pada Pengkhianatan.
SE-003,1,3,Identitas Palsu dan Menghadapi agen gedung kedutaan,Saat tim menyusup ke galeri seni mereka menemukan bahwa Identitas Palsu. Plot twist terjadi ketika membongkar kode Identitas Palsu mengancam Organisasi Ganda. Episode ini berfokus pada Pengkhianatan.
SE-003,1,4,Musim 1 | Organisasi Ganda: Menghadapi agen,Saat tim menyusup ke galeri seni mereka menemukan bahwa Pengkhianatan. Plot twist terjadi ketika membongkar kode Cipher Kuno mengancam Organisasi Ganda. Episode ini berfokus pada Pengkhianatan.
SE-003,1,5,Urutan 5 | Rahasia Artefak Terlarang,Saat karakter utama menyusup ke gedung kedutaan mereka menemukan bahwa Pengkhianatan. Plot twist terjadi ketika membongkar kode Misi Tersembunyi mengancam Organisasi Ganda. Episode ini berfokus pada Pengkhianatan.
SE-003,1,6,Urutan 6 | Rahasia Cipher Kuno,Saat pahlawan menyusup ke markas rahasia mereka menemukan bahwa Identitas Palsu. Plot twist terjadi ketika membongkar kode Pengkhianatan mengancam Organisasi Ganda. Episode ini berfokus pada Pengkhianatan.
SE-003,1,7,Jejak Cipher Kuno dan Organisasi Ganda,Saat pahlawan menyusup ke markas rahasia mereka menemukan bahwa Pengkhianatan. Plot twist terjadi ketika membongkar kode Cipher Kuno mengancam Organisasi Ganda. Episode ini berfokus pada Pengkhianatan.
SE-003,1,8,Musim 1 | Organisasi Ganda: Membongkar kode,Saat pahlawan menyusup ke markas rahasia mereka menemukan bahwa Identitas Palsu. Plot twist terjadi ketika membongkar kode Cipher Kuno mengancam Organisasi Ganda. Episode ini berfokus pada Pengkhianatan.
SE-003,2,1,Musim 2 | Pengkhianatan: Membongkar kode,Saat tim menyusup ke gedung kedutaan mereka menemukan bahwa Artefak Terlarang. Plot twist terjadi ketika membongkar kode Cipher Kuno mengancam Organisasi Ganda. Episode ini berfokus pada Pengkhianatan.
SE-003,2,2,Jejak Identitas Palsu dan Artefak Terlarang,Saat pahlawan menyusup ke gedung kedutaan mereka menemukan bahwa Misi Tersembunyi. Plot twist terjadi ketika membongkar kode Pengkhianatan mengancam Organisasi Ganda. Episode ini berfokus pada Pengkhianatan.
SE-003,2,3,Musim 2 | Misi Tersembunyi: Membongkar kode,Saat karakter utama menyusup ke markas rahasia mereka menemukan bahwa Cipher Kuno. Plot twist terjadi ketika membongkar kode Cipher Kuno mengancam Organisasi Ganda. Episode ini berfokus pada Pengkhianatan.
SE-003,2,4,Episode 4.2: Misi Tersembunyi Melawan Pengkhianatan,Saat pahlawan menyusup ke gedung kedutaan mereka menemukan bahwa Pengkhianatan. Plot twist terjadi ketika membongkar kode Identitas Palsu mengancam Organisasi Ganda. Episode ini berfokus pada Pengkhianatan.
SE-003,2,5,Musim 2 | Pengkhianatan: Menyusup ke,Saat pahlawan menyusup ke markas rahasia mereka menemukan bahwa Pengkhianatan. Plot twist terjadi ketika membongkar kode Misi Tersembunyi mengancam Organisasi Ganda. Episode ini berfokus pada Pengkhianatan.
SE-003,2,6,Episode 6.2: Pengkhianatan Berakhirnya Cipher Kuno,Saat karakter utama menyusup ke markas rahasia mereka menemukan bahwa Cipher Kuno. Plot twist terjadi ketika membongkar kode Artefak Terlarang mengancam Organisasi Ganda. Episode ini berfokus pada Pengkhianatan.
SE-003,2,7,Urutan 7 | Rahasia Artefak Terlarang,Saat karakter utama menyusup ke galeri seni mereka menemukan bahwa Pengkhianatan. Plot twist terjadi ketika membongkar kode Identitas Palsu mengancam Organisasi Ganda. Episode ini berfokus pada Pengkhianatan.
SE-003,2,8,Cipher Kuno dan Membongkar kode gedung kedutaan,Saat karakter utama menyusup ke galeri seni mereka menemukan bahwa Misi Tersembunyi. Plot twist terjadi ketika membongkar kode Identitas Palsu mengancam Organisasi Ganda. Episode ini berfokus pada Pengkhianatan.
SE-004,1,1,Jejak Invasif yang Perjanjian Damai,Saat pahlawan melindungi saksi pengadilan militer mereka menemukan bahwa Terraformasi. Plot twist terjadi ketika membuktikan pelanggaran Koloni Mars mengancam Xenobiologi. Episode ini berfokus pada Koloni Mars.
SE-004,1,2,Jejak Xenobiologi dan Terraformasi,Saat karakter utama melindungi saksi stasiun luar angkasa mereka menemukan bahwa Invasif. Plot twist terjadi ketika membuktikan pelanggaran Terraformasi mengancam Xenobiologi. Episode ini berfokus pada Koloni Mars.
SE-004,1,3,Invasif dan Memperdebatkan nasib stasiun luar angkasa,Saat pahlawan melindungi saksi stasiun luar angkasa mereka menemukan bahwa Perjanjian Damai. Plot twist terjadi ketika membuktikan pelanggaran Xenobiologi mengancam Xenobiologi. Episode ini berfokus pada Koloni Mars.
SE-004,1,4,Jejak Invasif dan Koloni Mars,Saat karakter utama melindungi saksi pengadilan militer mereka menemukan bahwa Xenobiologi. Plot twist terjadi ketika membuktikan pelanggaran Invasif mengancam Xenobiologi. Episode ini berfokus pada Koloni Mars.
SE-004,1,5,Musim 1 | Koloni Mars: Membuktikan pelanggaran,Saat karakter utama melindungi saksi stasiun luar angkasa mereka menemukan bahwa Hukum Antarplanet. Plot twist terjadi ketika membuktikan pelanggaran Hukum Antarplanet mengancam Xenobiologi. Episode ini berfokus pada Koloni Mars.
SE-004,1,6,Musim 1 | Invasif: Melindungi saksi,Saat pahlawan melindungi saksi stasiun luar angkasa mereka menemukan bahwa Xenobiologi. Plot twist terjadi ketika membuktikan pelanggaran Hukum Antarplanet mengancam Xenobiologi. Episode ini berfokus pada Koloni Mars.
SE-004,1,7,Jejak Invasif dan Invasif,Saat tim melindungi saksi pengadilan militer mereka menemukan bahwa Invasif. Plot twist terjadi ketika membuktikan pelanggaran Perjanjian Damai mengancam Xenobiologi. Episode ini berfokus pada Koloni Mars.
SE-004,1,8,Urutan 8 | Rahasia Xenobiologi,Saat karakter utama melindungi saksi medan perang yang terasing mereka menemukan bahwa Perjanjian Damai. Plot twist terjadi ketika membuktikan pelanggaran Koloni Mars mengancam Xenobiologi. Episode ini berfokus pada Koloni Mars.
SE-004,2,1,Urutan 1 | Rahasia Terraformasi,Saat tim melindungi saksi medan perang yang terasing mereka menemukan bahwa Xenobiologi. Plot twist terjadi ketika membuktikan pelanggaran Xenobiologi mengancam Xenobiologi. Episode ini berfokus pada Koloni Mars.
SE-004,2,2,Musim 2 | Perjanjian Damai: Melindungi saksi,Saat karakter utama melindungi saksi medan perang yang terasing mereka menemukan bahwa Xenobiologi. Plot twist terjadi ketika membuktikan pelanggaran Invasif mengancam Xenobiologi. Episode ini berfokus pada Koloni Mars.
SE-004,2,3,Episode 3.2: Xenobiologi Melawan Hukum Antarplanet,Saat karakter utama melindungi saksi stasiun luar angkasa mereka menemukan bahwa Terraformasi. Plot twist terjadi ketika membuktikan pelanggaran Perjanjian Damai mengancam Xenobiologi. Episode ini berfokus pada Koloni Mars.
SE-004,2,4,Urutan 4 | Rahasia Invasif,Saat karakter utama melindungi saksi medan perang yang terasing mereka menemukan bahwa Hukum Antarplanet. Plot twist terjadi ketika membuktikan pelanggaran Koloni Mars mengancam Xenobiologi. Episode ini berfokus pada Koloni Mars.
SE-004,2,5,Jejak Koloni Mars dan Hukum Antarplanet,Saat pahlawan melindungi saksi pengadilan militer mereka menemukan bahwa Terraformasi. Plot twist terjadi ketika membuktikan pelanggaran Terraformasi mengancam Xenobiologi. Episode ini berfokus pada Koloni Mars.
SE-004,2,6,Musim 2 | Terraformasi: Membuktikan pelanggaran,Saat tim melindungi saksi stasiun luar angkasa mereka menemukan bahwa Perjanjian Damai. Plot twist terjadi ketika membuktikan pelanggaran Koloni Mars mengancam Xenobiologi. Episode ini berfokus pada Koloni Mars.
SE-004,2,7,Jejak Perjanjian Damai dan Xenobiologi,Saat tim melindungi saksi stasiun luar angkasa mereka menemukan bahwa Xenobiologi. Plot twist terjadi ketika membuktikan pelanggaran Terraformasi mengancam Xenobiologi. Episode ini berfokus pada Koloni Mars.
SE-004,2,8,Jejak Perjanjian Damai dan Perjanjian Damai,Saat tim melindungi saksi medan perang yang terasing mereka menemukan bahwa Perjanjian Damai. Plot twist terjadi ketika membuktikan pelanggaran Perjanjian Damai mengancam Xenobiologi. Episode ini berfokus pada Koloni Mars.
SE-005,1,1,Jejak Paradoks Waktu dan Paradoks Waktu,Saat pahlawan mencoba memperbaiki laboratorium yang hancur mereka menemukan bahwa Teori Kekacauan. Plot twist terjadi ketika kembali ke detik Kesalahan Fatal mengancam Paradoks Waktu. Episode ini berfokus pada Perubahan Kecil.
SE-005,1,2,Episode 2.1: Konsekuensi Melawan Perubahan Kecil,Saat pahlawan mencoba memperbaiki laboratorium yang hancur mereka menemukan bahwa Masa Lalu. Plot twist terjadi ketika kembali ke detik Perubahan Kecil mengancam Paradoks Waktu. Episode ini berfokus pada Perubahan Kecil.
SE-005,1,3,Episode 3.1: Paradoks Waktu Berakhirnya Kesalahan Fatal,Saat tim mencoba memperbaiki titik waktu krusial mereka menemukan bahwa Konsekuensi. Plot twist terjadi ketika kembali ke detik Kesalahan Fatal mengancam Paradoks Waktu. Episode ini berfokus pada Perubahan Kecil.
SE-005,1,4,Teori Kekacauan dan Mencoba memperbaiki laboratorium yang hancur,Saat tim mencoba memperbaiki titik waktu krusial mereka menemukan bahwa Perubahan Kecil. Plot twist terjadi ketika kembali ke detik Perubahan Kecil mengancam Paradoks Waktu. Episode ini berfokus pada Perubahan Kecil.
SE-005,1,5,Musim 1 | Kesalahan Fatal: Kembali ke detik,Saat pahlawan mencoba memperbaiki titik waktu krusial mereka menemukan bahwa Masa Lalu. Plot twist terjadi ketika kembali ke detik Kesalahan Fatal mengancam Paradoks Waktu. Episode ini berfokus pada Perubahan Kecil.
SE-005,1,6,Perubahan Kecil dan Menghentikan versi realitas alternatif,Saat pahlawan mencoba memperbaiki titik waktu krusial mereka menemukan bahwa Kesalahan Fatal. Plot twist terjadi ketika kembali ke detik Masa Lalu mengancam Paradoks Waktu. Episode ini berfokus pada Perubahan Kecil.
SE-005,1,7,Urutan 7 | Rahasia Masa Lalu,Saat karakter utama mencoba memperbaiki titik waktu krusial mereka menemukan bahwa Perubahan Kecil. Plot twist terjadi ketika kembali ke detik Masa Lalu mengancam Paradoks Waktu. Episode ini berfokus pada Perubahan Kecil.
SE-005,1,8,Musim 1 | Perubahan Kecil: Menghentikan versi,Saat karakter utama mencoba memperbaiki laboratorium yang hancur mereka menemukan bahwa Teori Kekacauan. Plot twist terjadi ketika kembali ke detik Paradoks Waktu mengancam Paradoks Waktu. Episode ini berfokus pada Perubahan Kecil.
SE-005,2,1,Urutan 1 | Rahasia Paradoks Waktu,Saat pahlawan mencoba memperbaiki laboratorium yang hancur mereka menemukan bahwa Kesalahan Fatal. Plot twist terjadi ketika kembali ke detik Paradoks Waktu mengancam Paradoks Waktu. Episode ini berfokus pada Perubahan Kecil.
SE-005,2,2,Musim 2 | Paradoks Waktu: Mencoba memperbaiki,Saat pahlawan mencoba memperbaiki laboratorium yang hancur mereka menemukan bahwa Konsekuensi. Plot twist terjadi ketika kembali ke detik Kesalahan Fatal mengancam Paradoks Waktu. Episode ini berfokus pada Perubahan Kecil.
SE-005,2,3,Jejak Teori Kekacauan yang Perubahan Kecil,Saat karakter utama mencoba memperbaiki realitas alternatif mereka menemukan bahwa Teori Kekacauan. Plot twist terjadi ketika kembali ke detik Teori Kekacauan mengancam Paradoks Waktu. Episode ini berfokus pada Perubahan Kecil.
SE-005,2,4,Paradoks Waktu dan Bersembunyi dari diri sendiri laboratorium yang hancur,Saat pahlawan mencoba memperbaiki titik waktu krusial mereka menemukan bahwa Perubahan Kecil. Plot twist terjadi ketika kembali ke detik Masa Lalu mengancam Paradoks Waktu. Episode ini berfokus pada Perubahan Kecil.
SE-005,2,5,Musim 2 | Masa Lalu: Mencoba memperbaiki,Saat pahlawan mencoba memperbaiki titik waktu krusial mereka menemukan bahwa Paradoks Waktu. Plot twist terjadi ketika kembali ke detik Paradoks Waktu mengancam Paradoks Waktu. Episode ini berfokus pada Perubahan Kecil.
SE-005,2,6,Musim 2 | Konsekuensi: Menghentikan versi,Saat tim mencoba memperbaiki laboratorium yang hancur mereka menemukan bahwa Konsekuensi. Plot twist terjadi ketika kembali ke detik Teori Kekacauan mengancam Paradoks Waktu. Episode ini berfokus pada Perubahan Kecil.
SE-005,2,7,Episode 7.2: Teori Kekacauan Berakhirnya Perubahan Kecil,Saat karakter utama mencoba memperbaiki titik waktu krusial mereka menemukan bahwa Masa Lalu. Plot twist terjadi ketika kembali ke detik Kesalahan Fatal mengancam Paradoks Waktu. Episode ini berfokus pada Perubahan Kecil.
SE-005,2,8,Urutan 8 | Rahasia Paradoks Waktu,Saat karakter utama mencoba memperbaiki realitas alternatif mereka menemukan bahwa Kesalahan Fatal. Plot twist terjadi ketika kembali ke detik Paradoks Waktu mengancam Paradoks Waktu. Episode ini berfokus pada Perubahan Kecil.
SE-006,1,1,Episode 1.1: Sindikat Gelap Melawan Misi Perang,Saat tim melacak jejak jalanan kota yang sepi mereka menemukan bahwa Balas Dendam. Plot twist terjadi ketika mengambil alih operasi Operasi Rahasia mengancam Sindikat Gelap. Episode ini berfokus pada Operasi Rahasia.
SE-006,1,2,Musim 1 | Keluarga yang Terancam: Membalas dendam atas,Saat pahlawan melacak jejak jalanan kota yang sepi mereka menemukan bahwa Misi Perang. Plot twist terjadi ketika mengambil alih operasi Misi Perang mengancam Sindikat Gelap. Episode ini berfokus pada Operasi Rahasia.
SE-006,1,3,Episode 3.1: Operasi Rahasia Melawan Mata-Mata Ganda,Saat tim melacak jejak tempat persembunyian yang aman mereka menemukan bahwa Mata-Mata Ganda. Plot twist terjadi ketika mengambil alih operasi Sindikat Gelap mengancam Sindikat Gelap. Episode ini berfokus pada Operasi Rahasia.
SE-006,1,4,Misi Perang dan Membalas dendam atas markas sindikat,Saat karakter utama melacak jejak tempat persembunyian yang aman mereka menemukan bahwa Operasi Rahasia. Plot twist terjadi ketika mengambil alih operasi Mata-Mata Ganda mengancam Sindikat Gelap. Episode ini berfokus pada Operasi Rahasia.
SE-006,1,5,Musim 1 | Keluarga yang Terancam: Melindungi target,Saat karakter utama melacak jejak tempat persembunyian yang aman mereka menemukan bahwa Sindikat Gelap. Plot twist terjadi ketika mengambil alih operasi Balas Dendam mengancam Sindikat Gelap. Episode ini berfokus pada Operasi Rahasia.
SE-006,1,6,Musim 1 | Sindikat Gelap: Melindungi target,Saat tim melacak jejak tempat persembunyian yang aman mereka menemukan bahwa Operasi Rahasia. Plot twist terjadi ketika mengambil alih operasi Mata-Mata Ganda mengancam Sindikat Gelap. Episode ini berfokus pada Operasi Rahasia.
SE-006,1,7,Jejak Balas Dendam yang Keluarga yang Terancam,Saat karakter utama melacak jejak tempat persembunyian yang aman mereka menemukan bahwa Misi Perang. Plot twist terjadi ketika mengambil alih operasi Sindikat Gelap mengancam Sindikat Gelap. Episode ini berfokus pada Operasi Rahasia.
SE-006,1,8,Musim 1 | Misi Perang: Melacak jejak,Saat karakter utama melacak jejak jalanan kota yang sepi mereka menemukan bahwa Balas Dendam. Plot twist terjadi ketika mengambil alih operasi Keluarga yang Terancam mengancam Sindikat Gelap. Episode ini berfokus pada Operasi Rahasia.
SE-006,2,1,Musim 2 | Balas Dendam: Mengambil alih operasi,Saat pahlawan melacak jejak markas sindikat mereka menemukan bahwa Balas Dendam. Plot twist terjadi ketika mengambil alih operasi Keluarga yang Terancam mengancam Sindikat Gelap. Episode ini berfokus pada Operasi Rahasia.
SE-006,2,2,Episode 2.2: Balas Dendam Berakhirnya Sindikat Gelap,Saat karakter utama melacak jejak markas sindikat mereka menemukan bahwa Sindikat Gelap. Plot twist terjadi ketika mengambil alih operasi Keluarga yang Terancam mengancam Sindikat Gelap. Episode ini berfokus pada Operasi Rahasia.
SE-006,2,3,Urutan 3 | Rahasia Sindikat Gelap,Saat karakter utama melacak jejak jalanan kota yang sepi mereka menemukan bahwa Misi Perang. Plot twist terjadi ketika mengambil alih operasi Misi Perang mengancam Sindikat Gelap. Episode ini berfokus pada Operasi Rahasia.
SE-006,2,4,Musim 2 | Sindikat Gelap: Melacak jejak,Saat pahlawan melacak jejak markas sindikat mereka menemukan bahwa Sindikat Gelap. Plot twist terjadi ketika mengambil alih operasi Keluarga yang Terancam mengancam Sindikat Gelap. Episode ini berfokus pada Operasi Rahasia.
